,time,location,avg_7
454,2021-01-01,NHDH,-0.1976847076861919
455,2021-01-02,NHDH,-0.3447777810989766
456,2021-01-03,NHDH,-0.1786705157101254
457,2021-01-04,NHDH,-0.120529327723164
458,2021-01-05,NHDH,-0.1931869104954422
459,2021-01-06,NHDH,-0.2580108565834377
460,2021-01-07,NHDH,-0.2387621417949285
461,2021-01-08,NHDH,-0.1032608209398885
462,2021-01-09,NHDH,0.0719711828244228
463,2021-01-10,NHDH,0.0880379822080135
464,2021-01-11,NHDH,0.0215371938452152
465,2021-01-12,NHDH,0.0178926604891875
466,2021-01-13,NHDH,0.3263830066741252
467,2021-01-14,NHDH,0.6221289457084039
468,2021-01-15,NHDH,0.7529528348561414
469,2021-01-16,NHDH,0.6764134895458583
470,2021-01-17,NHDH,0.7239504918304547
471,2021-01-18,NHDH,0.775859276541184
472,2021-01-19,NHDH,0.6512201756707322
473,2021-01-20,NHDH,0.3422078407631542
474,2021-01-21,NHDH,0.2203257571108095
475,2021-01-22,NHDH,0.3297623169759364
476,2021-01-23,NHDH,0.3952147300857959
477,2021-01-24,NHDH,0.356167909922289
478,2021-01-25,NHDH,0.3434454919452008
479,2021-01-26,NHDH,0.317279327109046
480,2021-01-27,NHDH,0.1799512994299137
481,2021-01-28,NHDH,0.086265233423039
482,2021-01-29,NHDH,0.0126505303469715
483,2021-01-30,NHDH,0.0303238912751161
484,2021-01-31,NHDH,-0.0818427068196022
485,2021-02-01,NHDH,-0.062082067559755
486,2021-02-02,NHDH,-0.0487726237036237
487,2021-02-03,NHDH,-0.0432102130715881
488,2021-02-04,NHDH,0.0093404858406879
489,2021-02-05,NHDH,0.1841092795745498
490,2021-02-06,NHDH,0.1477969800508488
491,2021-02-07,NHDH,0.958750610655184
492,2021-02-08,NHDH,1.3282864894378326
493,2021-02-09,NHDH,1.4582654030213222
494,2021-02-10,NHDH,1.0261706303290716
495,2021-02-11,NHDH,0.2040737413828958
496,2021-02-12,NHDH,-1.3863384522541558
497,2021-02-13,NHDH,-2.1940482595176403
498,2021-02-14,NHDH,-2.6780307581257694
499,2021-02-15,NHDH,-3.0811286005380394
500,2021-02-16,NHDH,-3.2214356512760545
501,2021-02-17,NHDH,-3.1453615458379405
502,2021-02-18,NHDH,-2.977704637135256
